TL=0.24_PF=0.1_PL=0.1	D	0.022	0.194	0	0.002	0.022	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.325_PL=0.1	D	0.07	0.146	0	0.008	0.016	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.775_PL=0.1	D	0.167	0.049	0	0.019	0.005	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=1_PL=0.1	D	0.216	0	0	0.024	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.55_PL=0.1	D	0.119	0.097	0	0.013	0.011	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.325_PL=0.3	D	0.055	0.113	0	0.023	0.049	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.1_PL=0.3	D	0.017	0.151	0	0.007	0.065	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.775_PL=0.3	D	0.13	0.038	0	0.056	0.016	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.325_PL=0.5	D	0.039	0.081	0	0.039	0.081	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=1_PL=0.3	D	0.168	0	0	0.072	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.1_PL=0.5	D	0.012	0.108	0	0.012	0.108	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=1_PL=0.5	D	0.12	0	0	0.12	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.1_PL=0.7	D	0.007	0.065	0	0.017	0.151	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.55_PL=0.5	D	0.066	0.054	0	0.066	0.054	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.775_PL=0.5	D	0.093	0.027	0	0.093	0.027	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.325_PL=0.7	D	0.023	0.049	0	0.055	0.113	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.55_PL=0.7	D	0.04	0.032	0	0.092	0.076	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.1_PL=0.9	D	0.002	0.022	0	0.022	0.194	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.775_PL=0.7	D	0.056	0.016	0	0.13	0.038	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=1_PL=0.7	D	0.072	0	0	0.168	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.325_PL=0.9	D	0.008	0.016	0	0.07	0.146	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.775_PL=0.9	D	0.019	0.005	0	0.167	0.049	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=0.55_PL=0.9	D	0.013	0.011	0	0.119	0.097	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.1_PL=0.1	D	0.067	0.599	0	0.007	0.067	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.24_PF=1_PL=0.9	D	0.024	0	0	0.216	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=1_PL=0.1	D	0.666	0	0	0.074	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.325_PL=0.1	D	0.216	0.45	0	0.024	0.05	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.775_PL=0.1	D	0.516	0.15	0	0.057	0.017	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.55_PL=0.3	D	0.285	0.233	0	0.122	0.1	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.55_PL=0.1	D	0.366	0.3	0	0.041	0.033	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.1_PL=0.3	D	0.052	0.466	0	0.022	0.2	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.325_PL=0.3	D	0.168	0.35	0	0.072	0.15	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.775_PL=0.3	D	0.401	0.117	0	0.172	0.05	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=1_PL=0.3	D	0.518	0	0	0.222	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.1_PL=0.5	D	0.037	0.333	0	0.037	0.333	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.55_PL=0.5	D	0.204	0.166	0	0.204	0.166	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.325_PL=0.5	D	0.12	0.25	0	0.12	0.25	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.775_PL=0.5	D	0.287	0.083	0	0.287	0.083	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.55_PL=0.7	D	0.122	0.1	0	0.285	0.233	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=1_PL=0.5	D	0.37	0	0	0.37	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.325_PL=0.7	D	0.072	0.15	0	0.168	0.35	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.1_PL=0.7	D	0.022	0.2	0	0.052	0.466	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=1_PL=0.7	D	0.222	0	0	0.518	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.1_PL=0.9	D	0.007	0.067	0	0.067	0.599	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.775_PL=0.7	D	0.172	0.05	0	0.401	0.117	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.55_PL=0.9	D	0.041	0.033	0	0.366	0.3	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.325_PL=0.9	D	0.024	0.05	0	0.216	0.45	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=1_PL=0.9	D	0.074	0	0	0.666	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=0.74_PF=0.775_PL=0.9	D	0.057	0.017	0	0.516	0.15	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.1_PL=0.1	D	0.112	1.004	0	0.012	0.112	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.325_PL=0.1	D	0.363	0.753	0	0.04	0.084	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.775_PL=0.1	D	0.865	0.251	0	0.096	0.028	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.55_PL=0.1	D	0.614	0.502	0	0.068	0.056	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=1_PL=0.1	D	1.116	0	0	0.124	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.325_PL=0.3	D	0.282	0.586	0	0.121	0.251	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.775_PL=0.3	D	0.673	0.195	0	0.288	0.084	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.55_PL=0.3	D	0.477	0.391	0	0.205	0.167	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=1_PL=0.3	D	0.868	0	0	0.372	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.1_PL=0.3	D	0.087	0.781	0	0.037	0.335	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.1_PL=0.5	D	0.062	0.558	0	0.062	0.558	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.325_PL=0.5	D	0.202	0.419	0	0.202	0.419	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.775_PL=0.5	D	0.48	0.139	0	0.48	0.139	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.55_PL=0.5	D	0.341	0.279	0	0.341	0.279	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.325_PL=0.7	D	0.121	0.251	0	0.282	0.586	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.1_PL=0.7	D	0.037	0.335	0	0.087	0.781	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=1_PL=0.5	D	0.62	0	0	0.62	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.55_PL=0.7	D	0.205	0.167	0	0.477	0.391	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.775_PL=0.7	D	0.288	0.084	0	0.673	0.195	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.55_PL=0.9	D	0.068	0.056	0	0.614	0.502	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.1_PL=0.9	D	0.012	0.112	0	0.112	1.004	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.325_PL=0.9	D	0.04	0.084	0	0.363	0.753	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=1_PL=0.7	D	0.372	0	0	0.868	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=0.775_PL=0.9	D	0.096	0.028	0	0.865	0.251	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.325_PL=0.1	D	0.509	1.057	0	0.057	0.117	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.55_PL=0.1	D	0.861	0.705	0	0.096	0.078	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.1_PL=0.1	D	0.157	1.409	0	0.017	0.157	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.775_PL=0.1	D	1.214	0.352	0	0.135	0.039	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.24_PF=1_PL=0.9	D	0.124	0	0	1.116	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.55_PL=0.3	D	0.67	0.548	0	0.287	0.235	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.325_PL=0.3	D	0.396	0.822	0	0.17	0.352	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=1_PL=0.1	D	1.566	0	0	0.174	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=1_PL=0.3	D	1.218	0	0	0.522	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.1_PL=0.5	D	0.087	0.783	0	0.087	0.783	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.775_PL=0.3	D	0.944	0.274	0	0.405	0.117	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.325_PL=0.5	D	0.283	0.587	0	0.283	0.587	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=1_PL=0.5	D	0.87	0	0	0.87	0	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.775_PL=0.5	D	0.674	0.196	0	0.674	0.196	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.1_PL=0.7	D	0.052	0.47	0	0.122	1.096	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
TL=1.74_PF=0.55_PL=0.5	D	0.479	0.391	0	0.479	0.391	6562	358	98	5906	5906	30	15	18622	18622	18622	18622	18622	8000	8000
